Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
5000.0,2018-03-15,Debt consolidation,,13.98%,606xx,IL,< 1 year,0.0
4000.0,2016-07-05,debt_consolidation,,23.51%,850xx,AZ,< 1 year,0.0
2300.0,2016-10-20,medical,,46.01%,635xx,MO,,0.0
20000.0,2016-04-08,small_business,,20.59%,601xx,IL,5 years,0.0
5000.0,2017-08-17,credit_card,,31.78%,538xx,WI,5 years,0.0
10000.0,2013-02-11,debt_consolidation,625.0,9.42%,323xx,FL,5 years,0.0
4000.0,2018-06-05,Vacation,,5.36%,154xx,PA,< 1 year,0.0
20000.0,2010-03-03,debt_consolidation,651.0,16.39%,070xx,NJ,1 year,0.0
5000.0,2017-03-31,other,,0.46%,344xx,FL,5 years,0.0
25000.0,2018-07-14,Debt consolidation,,38.59%,279xx,NC,< 1 year,0.0
3000.0,2014-06-15,other,668.0,34.44%,604xx,IL,< 1 year,0.0
20000.0,2015-04-07,debt_consolidation,,37.19%,031xx,NH,< 1 year,0.0
18000.0,2018-01-18,Debt consolidation,611.0,7.26%,451xx,OH,7 years,0.0
4500.0,2017-06-28,debt_consolidation,,31.87%,152xx,PA,5 years,0.0
9000.0,2018-12-06,Business,674.0,100%,612xx,IL,< 1 year,0.0
16000.0,2016-12-14,credit_card,,47.28%,600xx,IL,< 1 year,0.0
1500.0,2016-11-28,Business,654.0,0%,071xx,NJ,< 1 year,0.0
20000.0,2017-03-23,debt_consolidation,,43.31%,441xx,OH,< 1 year,0.0
7500.0,2018-01-05,Credit card refinancing,671.0,75.36%,789xx,TX,< 1 year,0.0
25000.0,2018-08-09,Debt consolidation,,36.02%,770xx,TX,< 1 year,0.0
10000.0,2018-08-06,Debt consolidation,,10.26%,302xx,GA,< 1 year,0.0
40000.0,2018-10-17,Debt consolidation,,33.37%,917xx,CA,< 1 year,0.0
10000.0,2015-11-16,debt_consolidation,,209.76%,757xx,TX,< 1 year,0.0
10000.0,2017-07-11,Medical expenses,677.0,15.31%,773xx,TX,< 1 year,0.0
35000.0,2014-03-17,debt_consolidation,627.0,46.49%,657xx,MO,< 1 year,0.0
5500.0,2018-09-06,Debt consolidation,,11.92%,972xx,OR,< 1 year,0.0
10000.0,2016-10-12,Car financing,589.0,6.72%,606xx,IL,< 1 year,0.0
15000.0,2016-03-23,house,,7.8%,334xx,FL,< 1 year,0.0
5000.0,2016-01-07,other,,13.56%,175xx,PA,5 years,0.0
5000.0,2013-08-15,debt_consolidation,601.0,19.84%,072xx,NJ,< 1 year,0.0
7000.0,2017-01-22,debt_consolidation,,21.51%,146xx,NY,< 1 year,0.0
10000.0,2013-07-29,debt_consolidation,0.0,0%,805xx,CO,< 1 year,0.0
20000.0,2017-11-30,Debt consolidation,741.0,11.88%,109xx,NY,< 1 year,0.0
5000.0,2016-12-18,other,,18.39%,276xx,NC,5 years,0.0
8000.0,2018-02-27,Debt consolidation,,55.86%,194xx,PA,< 1 year,0.0
2500.0,2018-12-31,Other,,0.77%,481xx,MI,1 year,0.0
4000.0,2015-09-30,home_improvement,,15%,765xx,TX,< 1 year,0.0
10000.0,2018-11-27,Debt consolidation,,28.17%,146xx,NY,< 1 year,0.0
1000.0,2016-10-12,Debt consolidation,614.0,1.15%,631xx,MO,< 1 year,0.0
5000.0,2018-12-27,Debt consolidation,,20.71%,891xx,NV,< 1 year,0.0
30000.0,2013-01-27,credit_card,659.0,11.49%,452xx,OH,< 1 year,0.0
15000.0,2017-01-19,Medical expenses,690.0,63.52%,610xx,IL,< 1 year,0.0
7500.0,2018-08-27,Credit card refinancing,,28.07%,170xx,PA,< 1 year,0.0
7500.0,2015-11-10,credit_card,,17.83%,900xx,CA,< 1 year,0.0
10000.0,2013-06-19,debt_consolidation,659.0,42.71%,038xx,NH,< 1 year,0.0
1500.0,2015-08-03,home_improvement,,2.5%,372xx,TN,< 1 year,0.0
15000.0,2016-01-15,other,,0%,600xx,IL,< 1 year,0.0
15000.0,2015-04-14,debt_consolidation,,3.67%,928xx,CA,< 1 year,0.0
26000.0,2017-06-28,debt_consolidation,,14.64%,900xx,CA,< 1 year,0.0
21000.0,2018-06-19,Debt consolidation,,9.52%,913xx,CA,< 1 year,0.0
20000.0,2016-03-31,debt_consolidation,686.0,94.67%,320xx,FL,< 1 year,0.0
5000.0,2017-10-26,Credit card refinancing,638.0,12.69%,152xx,PA,< 1 year,0.0
15000.0,2014-02-07,debt_consolidation,655.0,12.29%,103xx,NY,< 1 year,0.0
30000.0,2018-05-21,Debt consolidation,660.0,53.68%,616xx,IL,< 1 year,0.0
10000.0,2018-09-24,Business Loan,,-1%,953xx,CA,< 1 year,0.0
15000.0,2017-10-26,Car financing,562.0,18.03%,020xx,MA,< 1 year,0.0
6500.0,2016-10-05,home_improvement,,0%,674xx,KS,< 1 year,0.0
4000.0,2018-04-05,Debt consolidation,,16.43%,402xx,KY,< 1 year,0.0
10000.0,2017-07-05,credit_card,,10.26%,080xx,NJ,,0.0
26225.0,2012-06-19,debt_consolidation,696.0,130.3%,898xx,NV,< 1 year,0.0
20000.0,2017-11-10,Other,681.0,23.2%,433xx,OH,< 1 year,0.0
24000.0,2018-05-21,Credit card refinancing,,13.88%,800xx,CO,10+ years,0.0
7500.0,2015-11-05,small_business,,46.67%,640xx,MO,< 1 year,0.0
10000.0,2018-08-13,Debt consolidation,,24.16%,325xx,FL,< 1 year,0.0
16500.0,2018-06-07,Debt consolidation,,19.44%,403xx,KY,< 1 year,0.0
20000.0,2018-06-15,Debt consolidation,,34.67%,112xx,NY,< 1 year,0.0
2000.0,2018-11-08,Other,,26.79%,170xx,PA,< 1 year,0.0
3500.0,2014-03-10,home_improvement,702.0,8.15%,734xx,OK,5 years,0.0
1000.0,2016-09-07,Debt consolidation,568.0,36.57%,890xx,NV,< 1 year,0.0
25000.0,2018-07-29,Credit card refinancing,,9.25%,945xx,CA,< 1 year,0.0
45000.0,2014-10-13,Business Loan,,-1%,100xx,NY,< 1 year,0.0
6000.0,2017-01-11,other,,0%,107xx,NY,,0.0
15000.0,2017-07-12,debt_consolidation,,9.57%,280xx,NC,< 1 year,0.0
15000.0,2017-09-13,Debt consolidation,646.0,15.48%,212xx,MD,< 1 year,0.0
10000.0,2018-07-06,Credit card refinancing,,19.03%,464xx,IN,< 1 year,0.0
5000.0,2014-06-19,debt_consolidation,617.0,18.11%,902xx,CA,< 1 year,0.0
5500.0,2016-09-16,Other,560.0,10.49%,458xx,OH,< 1 year,0.0
18000.0,2015-08-17,debt_consolidation,,25.61%,020xx,MA,< 1 year,0.0
20000.0,2018-09-22,Moving and relocation,667.0,1.69%,114xx,NY,< 1 year,0.0
1500.0,2014-03-16,credit_card,743.0,0.21%,150xx,PA,< 1 year,0.0
10000.0,2018-04-19,Debt consolidation,,44.12%,461xx,IN,< 1 year,0.0
14000.0,2016-11-10,debt_consolidation,,12.25%,331xx,FL,< 1 year,0.0
10000.0,2018-04-15,Home improvement,,9.23%,456xx,OH,< 1 year,0.0
10000.0,2016-02-04,Debt consolidation,,11.03%,109xx,NY,5 years,2.0
1100.0,2016-12-09,other,,12.46%,301xx,GA,< 1 year,0.0
10000.0,2016-05-03,home_improvement,,5.04%,010xx,MA,5 years,0.0
1000.0,2018-02-06,Other,,32.23%,700xx,LA,< 1 year,0.0
8000.0,2016-09-13,Debt consolidation,614.0,95.07%,352xx,AL,< 1 year,0.0
3000.0,2018-03-24,Debt consolidation,,1.07%,335xx,FL,< 1 year,0.0
10000.0,2017-07-24,debt_consolidation,,16.52%,196xx,PA,5 years,0.0
5000.0,2016-09-14,debt_consolidation,,26.66%,372xx,TN,< 1 year,0.0
25000.0,2017-03-10,debt_consolidation,,-1%,113xx,NY,< 1 year,0.0
5000.0,2018-05-07,Credit card refinancing,,313.77%,483xx,MI,< 1 year,0.0
7500.0,2014-09-24,credit_card,641.0,13.03%,770xx,TX,< 1 year,0.0
3000.0,2015-12-29,other,,29.22%,368xx,AL,< 1 year,0.0
13000.0,2014-03-27,Debt consolidation,663.0,23.16%,140xx,NY,5 years,0.0
9000.0,2017-07-25,debt_consolidation,,9.03%,641xx,MO,< 1 year,0.0
10000.0,2018-09-16,Debt consolidation,,18.63%,540xx,WI,< 1 year,0.0
10000.0,2017-10-05,other,,4.4%,841xx,UT,< 1 year,0.0
12000.0,2010-07-17,other,,-1%,331xx,FL,< 1 year,0.0
40000.0,2017-04-12,Debt consolidation,608.0,228.92%,214xx,MD,< 1 year,0.0
10000.0,2018-05-31,Debt consolidation,,43.24%,325xx,FL,< 1 year,0.0
1000.0,2016-08-10,debt_consolidation,,13.33%,371xx,TN,< 1 year,0.0
40000.0,2017-01-16,Car financing,643.0,42.97%,782xx,TX,< 1 year,0.0
20000.0,2018-09-26,Debt consolidation,,3.47%,983xx,WA,< 1 year,0.0
1500.0,2018-11-23,Debt consolidation,,35.93%,731xx,OK,< 1 year,0.0
15000.0,2016-06-15,credit_card,,11.72%,271xx,NC,< 1 year,0.0
20000.0,2015-12-07,debt_consolidation,,32.51%,755xx,TX,,0.0
13000.0,2014-12-02,Credit card refinancing,814.0,3.1%,945xx,CA,7 years,0.0
5000.0,2015-10-15,debt_consolidation,,12.62%,970xx,OR,< 1 year,0.0
200000.0,2016-10-06,Business Loan,,-1%,544xx,WI,< 1 year,0.0
5000.0,2014-04-27,major_purchase,590.0,0.11%,070xx,NJ,< 1 year,0.0
1100.0,2018-05-22,Other,,21.04%,300xx,GA,< 1 year,0.0
30000.0,2014-06-18,debt_consolidation,713.0,54.53%,853xx,AZ,< 1 year,0.0
10000.0,2017-09-04,debt_consolidation,,25.61%,300xx,GA,< 1 year,0.0
3000.0,2017-12-04,Car financing,699.0,4.08%,906xx,CA,2 years,0.0
25000.0,2017-01-24,home_improvement,,48.49%,945xx,CA,< 1 year,0.0
20000.0,2012-09-18,pay off,682.0,16.45%,750xx,TX,10+ years,0.0
9000.0,2017-02-10,other,,0.64%,945xx,CA,5 years,0.0
5000.0,2015-10-10,debt_consolidation,,36%,750xx,TX,< 1 year,0.0
12000.0,2017-12-19,Debt consolidation,668.0,19.49%,190xx,PA,10+ years,0.0
12000.0,2018-10-28,Debt consolidation,,16.88%,210xx,MD,6 years,2.0
5000.0,2016-08-10,other,,10.53%,986xx,WA,< 1 year,0.0
40000.0,2016-11-16,Business,651.0,17.05%,303xx,GA,3 years,0.0
5000.0,2017-09-02,Car financing,570.0,22.47%,116xx,NY,< 1 year,0.0
10000.0,2018-04-24,Credit card refinancing,,100%,320xx,FL,< 1 year,0.0
2500.0,2016-07-11,home_improvement,,7.7%,446xx,OH,< 1 year,0.0
2000.0,2017-07-26,other,,37.31%,368xx,AL,< 1 year,0.0
40000.0,2018-05-29,Debt consolidation,,36.08%,128xx,NY,< 1 year,0.0
3000.0,2017-09-22,Other,677.0,12.1%,296xx,SC,< 1 year,0.0
2500.0,2018-05-20,Other,580.0,0.11%,322xx,FL,< 1 year,0.0
12000.0,2014-05-30,credit_card,626.0,36.29%,304xx,GA,< 1 year,0.0
30000.0,2015-02-07,debt_consolidation,601.0,45.54%,386xx,MS,< 1 year,0.0
10000.0,2017-12-03,Credit card refinancing,697.0,43.13%,782xx,TX,< 1 year,0.0
1000.0,2017-11-13,Moving and relocation,629.0,16.01%,983xx,WA,< 1 year,0.0
40000.0,2017-10-16,other,,-1%,616xx,IL,< 1 year,0.0
35000.0,2013-07-27,Personal Loan,671.0,29.78%,372xx,TN,8 years,0.0
25000.0,2017-09-19,Debt consolidation,,100%,040xx,ME,< 1 year,0.0
5000.0,2014-06-26,debt_consolidation,628.0,12.32%,897xx,NV,< 1 year,0.0
1000.0,2014-08-17,other,559.0,0%,775xx,TX,< 1 year,0.0
30000.0,2015-07-29,other,,3.63%,330xx,FL,< 1 year,0.0
6000.0,2018-05-10,Debt consolidation,,24.74%,493xx,MI,< 1 year,0.0
10000.0,2017-01-24,Debt consolidation,610.0,1287.81%,245xx,VA,< 1 year,0.0
10000.0,2017-09-10,Major purchase,780.0,50.2%,647xx,MO,< 1 year,0.0
7500.0,2016-02-17,credit_card,,9.69%,796xx,TX,5 years,0.0
5000.0,2016-06-07,Business Loan,,-1%,605xx,IL,< 1 year,0.0
25000.0,2017-07-06,Debt consolidation,664.0,14.24%,937xx,CA,< 1 year,0.0
4000.0,2017-07-14,credit_card,,35.48%,800xx,CO,5 years,0.0
10000.0,2017-12-10,Other,670.0,34.42%,468xx,IN,< 1 year,0.0
3500.0,2017-01-24,debt_consolidation,,31.4%,440xx,OH,< 1 year,0.0
5000.0,2016-02-29,credit_card,,27.15%,841xx,UT,5 years,0.0
3000.0,2016-10-05,vacation,,14.99%,857xx,AZ,5 years,0.0
40000.0,2018-02-11,Debt consolidation,,21.9%,760xx,TX,< 1 year,0.0
1000.0,2015-09-14,debt_consolidation,,11.58%,371xx,TN,< 1 year,0.0
8000.0,2016-11-14,Debt consolidation,635.0,27.72%,787xx,TX,< 1 year,0.0
20000.0,2017-07-20,Business,631.0,0.66%,152xx,PA,< 1 year,0.0
1000.0,2015-12-16,debt_consolidation,,27.09%,028xx,RI,5 years,0.0
7000.0,2015-06-26,debt_consolidation,,16.43%,285xx,NC,< 1 year,0.0
7500.0,2018-10-18,Debt consolidation,,51.15%,799xx,TX,< 1 year,0.0
5000.0,2014-06-11,debt_consolidation,624.0,16.52%,064xx,CT,< 1 year,0.0
2000.0,2018-06-14,Other,,29.52%,761xx,TX,3 years,0.0
12000.0,2017-10-26,Credit card refinancing,,100%,159xx,PA,< 1 year,0.0
10850.0,2013-03-10,credit_card,694.0,37.3%,371xx,TN,< 1 year,0.0
1500.0,2018-07-29,Debt consolidation,,100%,172xx,PA,< 1 year,0.0
10000.0,2018-10-22,Debt consolidation,,32.75%,775xx,TX,< 1 year,0.0
8000.0,2015-12-08,debt_consolidation,,13.02%,706xx,LA,< 1 year,0.0
2000.0,2018-03-22,Vacation,,100%,020xx,MA,< 1 year,0.0
7000.0,2018-11-14,Other,,1.11%,636xx,MO,< 1 year,0.0
30000.0,2018-11-06,Debt consolidation,,32.74%,968xx,HI,< 1 year,0.0
30000.0,2017-09-29,Debt consolidation,650.0,43.38%,458xx,OH,< 1 year,0.0
5000.0,2018-12-25,Debt consolidation,,34.38%,273xx,NC,< 1 year,0.0
10000.0,2018-12-14,Other,,14.51%,604xx,IL,< 1 year,0.0
20000.0,2016-02-03,other,,22.69%,238xx,VA,< 1 year,0.0
20000.0,2017-02-07,debt_consolidation,,18.37%,717xx,AR,< 1 year,0.0
1000.0,2007-12-13,JENN08,489.0,0%,453xx,OH,4 years,0.0
2000.0,2014-08-09,car,,-1%,773xx,TX,< 1 year,0.0
10500.0,2017-06-15,Debt consolidation,668.0,65.84%,919xx,CA,< 1 year,0.0
200000.0,2015-03-17,Business Loan,,-1%,900xx,CA,< 1 year,0.0
10000.0,2017-12-21,Credit card refinancing,644.0,31.36%,431xx,OH,< 1 year,0.0
11000.0,2018-08-15,Debt consolidation,,100%,211xx,MD,< 1 year,0.0
25000.0,2016-07-01,debt_consolidation,,80.79%,776xx,TX,< 1 year,0.0
13000.0,2018-02-17,Debt consolidation,,14.1%,815xx,CO,< 1 year,0.0
3000.0,2017-01-30,Debt consolidation,747.0,28.75%,704xx,LA,< 1 year,0.0
2000.0,2016-04-25,moving,,15.18%,325xx,FL,< 1 year,0.0
3500.0,2017-08-03,Moving and relocation,578.0,70.27%,286xx,NC,< 1 year,0.0
5000.0,2012-12-21,other,624.0,3.91%,973xx,OR,3 years,0.0
1000.0,2016-09-19,other,,37.53%,294xx,SC,< 1 year,0.0
2500.0,2018-09-14,Major purchase,,0.35%,137xx,NY,< 1 year,0.0
6000.0,2017-11-14,Other,656.0,9.45%,357xx,AL,< 1 year,0.0
20150.0,2018-04-18,Car financing,,100%,140xx,NY,1 year,0.0
1000.0,2017-06-20,car,,0%,760xx,TX,,0.0
1000.0,2017-08-16,vacation,,6.67%,117xx,NY,,0.0
5000.0,2015-07-27,other,,12%,104xx,NY,< 1 year,0.0
15000.0,2017-10-25,Debt consolidation,678.0,50.1%,278xx,NC,< 1 year,0.0
20000.0,2016-03-21,home_improvement,,9.29%,326xx,FL,< 1 year,0.0
2000.0,2015-02-25,debt_consolidation,523.0,17.04%,365xx,AL,< 1 year,0.0
7000.0,2017-07-03,Business Loan,,-1%,100xx,NY,< 1 year,0.0
10000.0,2013-12-21,credit_card,606.0,12.59%,103xx,NY,< 1 year,0.0
40000.0,2018-05-30,Debt consolidation,,29.47%,238xx,VA,< 1 year,0.0
8000.0,2018-01-05,Major purchase,607.0,56.2%,441xx,OH,< 1 year,0.0
5000.0,2018-12-02,Other,,100%,481xx,MI,< 1 year,0.0
30000.0,2017-02-04,Business,727.0,5.71%,328xx,FL,< 1 year,0.0
10000.0,2018-07-30,Debt consolidation,,46.46%,664xx,KS,< 1 year,0.0
10000.0,2014-10-03,debt_consolidation,598.0,2.05%,852xx,AZ,< 1 year,0.0
7500.0,2018-01-19,Other,,3.03%,383xx,TN,< 1 year,0.0
2500.0,2015-12-28,debt_consolidation,,5.01%,284xx,NC,< 1 year,0.0
3500.0,2018-05-21,Home improvement,,10.95%,482xx,MI,10+ years,0.0
15000.0,2017-08-23,Debt consolidation,555.0,10.81%,368xx,AL,< 1 year,0.0
5000.0,2016-08-17,moving,,52.7%,180xx,PA,,0.0
1000.0,2016-11-30,Debt consolidation,525.0,18.67%,770xx,TX,< 1 year,0.0
30000.0,2017-09-18,Debt consolidation,804.0,7.48%,606xx,IL,< 1 year,0.0
10000.0,2018-06-06,Debt consolidation,,12.06%,761xx,TX,< 1 year,0.0
1000.0,2016-09-19,Medical expenses,589.0,44.75%,761xx,TX,< 1 year,0.0
5000.0,2014-06-11,home_improvement,574.0,15.91%,482xx,MI,< 1 year,0.0
3000.0,2016-07-28,other,,34.69%,440xx,OH,,0.0
10000.0,2018-07-02,Credit card refinancing,,123.38%,070xx,NJ,< 1 year,0.0
15000.0,2016-04-04,small_business,,-1%,293xx,SC,< 1 year,0.0
30000.0,2018-02-14,Debt consolidation,,58.85%,934xx,CA,< 1 year,0.0
10000.0,2018-09-25,Debt consolidation,,88.85%,666xx,KS,< 1 year,0.0
15000.0,2018-11-21,Car financing,,2.4%,585xx,ND,< 1 year,0.0
15000.0,2017-08-06,Debt consolidation,641.0,55.04%,284xx,NC,< 1 year,0.0
2000.0,2018-07-16,Other,,23.5%,346xx,FL,2 years,0.0
35000.0,2016-05-13,debt_consolidation,,36.67%,950xx,CA,< 1 year,0.0
35000.0,2017-07-24,Debt consolidation,616.0,38.07%,103xx,NY,< 1 year,0.0
25000.0,2017-12-29,Debt consolidation,607.0,14.33%,231xx,VA,< 1 year,0.0
10000.0,2018-05-03,Credit card refinancing,,22.4%,076xx,NJ,< 1 year,0.0
85000.0,2017-09-26,Business Loan,,-1%,115xx,NY,< 1 year,0.0
15000.0,2015-08-14,debt_consolidation,,22.39%,891xx,NV,< 1 year,0.0
2500.0,2013-11-11,debt_consolidation,545.0,266.82%,532xx,WI,< 1 year,0.0
20000.0,2015-12-21,Business Loan,,-1%,334xx,FL,< 1 year,0.0
5000.0,2017-12-12,Debt consolidation,611.0,23.96%,752xx,TX,< 1 year,0.0
12000.0,2018-02-05,Debt consolidation,,15%,115xx,NY,< 1 year,0.0
35000.0,2014-12-03,Business Loan,,-1%,926xx,CA,< 1 year,0.0
35000.0,2016-01-10,small_business,,0%,853xx,AZ,< 1 year,0.0
1000.0,2018-05-25,Moving and relocation,,0.39%,282xx,NC,< 1 year,0.0
12000.0,2009-03-26,Help me get debt free faster!,669.0,20.67%,605xx,IL,< 1 year,0.0
10000.0,2017-12-19,Other,544.0,11.17%,604xx,IL,< 1 year,0.0
8000.0,2016-03-08,car,,38.08%,327xx,FL,< 1 year,0.0
3000.0,2012-08-04,debt_consolidation,579.0,2.05%,331xx,FL,< 1 year,0.0
15000.0,2015-08-19,debt_consolidation,,17.18%,922xx,CA,< 1 year,0.0
100000.0,2015-06-22,Business Loan,,-1%,331xx,FL,< 1 year,0.0
10000.0,2017-10-22,Debt consolidation,626.0,32.74%,374xx,TN,< 1 year,0.0
12000.0,2012-11-07,debt_consolidation,650.0,16.23%,018xx,MA,< 1 year,0.0
10000.0,2015-02-28,debt_consolidation,653.0,114.41%,058xx,VT,< 1 year,0.0
30000.0,2018-09-12,Debt consolidation,,17.82%,933xx,CA,< 1 year,0.0
40000.0,2017-12-23,Debt consolidation,617.0,60.17%,734xx,OK,< 1 year,0.0
13675.0,2017-10-23,Car financing,653.0,100%,485xx,MI,< 1 year,0.0
15000.0,2015-10-22,debt_consolidation,,20.8%,337xx,FL,< 1 year,0.0
40000.0,2017-09-28,debt_consolidation,,7.11%,234xx,VA,,0.0
10000.0,2018-02-17,Debt consolidation,,9.7%,397xx,MS,< 1 year,0.0
10000.0,2016-02-23,other,,19.24%,604xx,IL,5 years,0.0
3375.0,2014-11-18,debt_consolidation,598.0,3.43%,100xx,NY,< 1 year,0.0
20000.0,2014-05-12,small_business,648.0,4.71%,712xx,LA,< 1 year,0.0
2000.0,2017-08-08,other,,27.96%,891xx,NV,5 years,0.0
35000.0,2018-08-20,Credit card refinancing,,26.79%,300xx,GA,< 1 year,0.0
5000.0,2017-10-10,Debt consolidation,588.0,41.68%,021xx,MA,< 1 year,0.0
3000.0,2017-06-10,Debt consolidation,612.0,1.28%,207xx,MD,< 1 year,0.0
35000.0,2018-10-08,Debt consolidation,,18.84%,234xx,VA,,0.0
10000.0,2018-10-02,Credit card refinancing,,16.27%,432xx,OH,< 1 year,0.0
8000.0,2017-12-22,Debt consolidation,713.0,29.18%,490xx,MI,< 1 year,0.0
9000.0,2018-12-01,Major purchase,,100%,658xx,PA,,0.0
5000.0,2018-02-07,Debt consolidation,,3.51%,925xx,CA,< 1 year,0.0
1500.0,2016-07-26,moving,,6.86%,300xx,GA,,0.0
14000.0,2012-02-18,debt_consolidation,703.0,25.43%,660xx,KS,< 1 year,0.0
20000.0,2017-06-07,Home buying,809.0,21.51%,802xx,CO,5 years,0.0
1000.0,2018-07-13,Other,,39.8%,710xx,LA,< 1 year,0.0
15850.0,2014-04-01,debt_consolidation,702.0,63.68%,852xx,AZ,< 1 year,0.0
5000.0,2017-08-04,other,,16.71%,334xx,FL,< 1 year,0.0
10000.0,2017-07-02,debt_consolidation,,39.74%,086xx,NJ,< 1 year,0.0
10000.0,2017-08-04,debt_consolidation,,36.92%,275xx,NC,< 1 year,0.0
6000.0,2018-06-04,Debt consolidation,,14.25%,646xx,MO,< 1 year,0.0
10000.0,2018-10-22,Other,,3.28%,100xx,NY,< 1 year,0.0
6000.0,2016-10-11,Debt consolidation,647.0,28.29%,946xx,CA,< 1 year,0.0
2500.0,2016-09-21,car,,-1%,342xx,FL,5 years,0.0
5000.0,2018-12-22,Vacation,,9.73%,301xx,GA,< 1 year,0.0
2000.0,2017-08-29,Other,674.0,0%,481xx,MI,< 1 year,0.0
10000.0,2018-07-14,Credit card refinancing,,43.73%,295xx,SC,< 1 year,0.0
12000.0,2018-08-01,Debt consolidation,,53.85%,914xx,CA,< 1 year,0.0
25000.0,2014-03-25,debt_consolidation,599.0,45.78%,316xx,GA,< 1 year,0.0
15000.0,2018-08-16,Other,,2.27%,103xx,NY,< 1 year,0.0
15000.0,2015-04-29,credit_card,,25.58%,967xx,HI,< 1 year,0.0
15000.0,2018-08-05,Credit card refinancing,,13.63%,381xx,TN,< 1 year,0.0
4000.0,2016-04-30,debt_consolidation,,1.76%,856xx,AZ,< 1 year,0.0
3000.0,2018-11-22,Home buying,,50.79%,843xx,UT,< 1 year,0.0
20000.0,2018-02-14,Debt consolidation,,89.47%,952xx,CA,< 1 year,0.0
10000.0,2018-06-03,Debt consolidation,,26.12%,338xx,FL,< 1 year,0.0
13500.0,2011-02-02,debt_consolidation,737.0,37.83%,107xx,NY,< 1 year,0.0
9000.0,2016-06-27,moving,,19.37%,346xx,FL,,0.0
40000.0,2017-05-30,major_purchase,,0.23%,907xx,CA,< 1 year,0.0
10000.0,2017-01-22,other,,0.01%,951xx,CA,< 1 year,0.0
15000.0,2018-07-30,Credit card refinancing,,44.34%,922xx,CA,< 1 year,0.0
15000.0,2015-11-12,Home improvement,667.0,13.25%,228xx,VA,,0.0
8000.0,2012-10-28,debt_consolidation,630.0,19.02%,130xx,NY,< 1 year,0.0
2500.0,2017-08-02,Debt consolidation,624.0,6.61%,104xx,NY,< 1 year,0.0
2500.0,2018-05-29,Debt consolidation,,19.72%,959xx,CA,< 1 year,0.0
30000.0,2016-08-09,debt_consolidation,,39.39%,400xx,KY,< 1 year,0.0
22750.0,2017-02-17,Car financing,639.0,100%,956xx,CA,< 1 year,0.0
20000.0,2015-10-23,car,,4.64%,117xx,NY,< 1 year,0.0
5000.0,2016-12-02,house,,-1%,483xx,MI,< 1 year,0.0
30000.0,2016-08-12,car,,27.27%,720xx,AR,< 1 year,0.0
35000.0,2016-05-13,debt_consolidation,,58.09%,774xx,TX,< 1 year,0.0
2000.0,2017-10-20,car,,4.32%,480xx,MI,< 1 year,0.0
1000.0,2018-08-02,Vacation,,7.39%,371xx,TN,< 1 year,0.0
30000.0,2018-02-01,Debt consolidation,,28.41%,772xx,TX,< 1 year,0.0
7500.0,2018-03-15,Other,,24.48%,558xx,MN,< 1 year,0.0
35000.0,2014-10-22,credit_card,637.0,45.69%,103xx,NY,< 1 year,0.0
3000.0,2017-05-08,other,,15.84%,104xx,NY,5 years,0.0
35000.0,2015-08-01,major_purchase,,10.67%,430xx,OH,< 1 year,0.0
3000.0,2017-05-03,Other,609.0,18.28%,923xx,CA,< 1 year,0.0
6000.0,2017-12-28,Debt consolidation,,100%,107xx,NY,< 1 year,0.0
20000.0,2018-05-14,Debt consolidation,,25.48%,104xx,NY,< 1 year,0.0
9000.0,2018-10-02,Debt consolidation,,50.03%,300xx,GA,< 1 year,0.0
8000.0,2014-07-16,debt_consolidation,675.0,13.05%,906xx,CA,< 1 year,0.0
25000.0,2016-11-16,debt_consolidation,,10.63%,217xx,MD,< 1 year,0.0
35000.0,2016-05-26,debt_consolidation,,9999%,910xx,CA,< 1 year,0.0
1000.0,2014-11-19,moving,596.0,29.63%,664xx,KS,< 1 year,0.0
20000.0,2018-10-02,Other,,100%,112xx,NY,< 1 year,0.0
1500.0,2018-03-22,Other,607.0,0.6%,210xx,MD,< 1 year,0.0
4000.0,2017-07-21,home_improvement,,23.09%,302xx,GA,< 1 year,0.0
10000.0,2017-06-06,Debt consolidation,692.0,23.57%,347xx,FL,< 1 year,0.0
10000.0,2016-04-27,debt_consolidation,,21.43%,787xx,TX,5 years,0.0
40000.0,2018-08-01,Debt consolidation,,11.17%,062xx,CT,< 1 year,0.0
40000.0,2017-08-21,Credit card refinancing,888.0,395%,024xx,MA,< 1 year,0.0
5000.0,2017-10-02,Other,603.0,6.6%,330xx,FL,< 1 year,0.0
12000.0,2016-03-11,debt_consolidation,,18.12%,196xx,PA,< 1 year,0.0
20000.0,2018-03-17,Credit card refinancing,,3.07%,948xx,CA,< 1 year,0.0
15000.0,2018-07-15,Debt consolidation,,25.42%,785xx,TX,< 1 year,0.0
4000.0,2016-11-25,moving,,9.28%,010xx,MA,5 years,0.0
6000.0,2016-07-27,debt_consolidation,,32.25%,765xx,TX,< 1 year,0.0
3000.0,2016-01-01,debt_consolidation,,7.42%,530xx,WI,< 1 year,0.0
1000.0,2017-09-02,Other,501.0,100%,381xx,TN,< 1 year,0.0
12000.0,2018-03-20,Other,,0%,068xx,CT,< 1 year,0.0
29000.0,2018-01-28,Credit card refinancing,,15.6%,805xx,CO,< 1 year,0.0
12000.0,2016-02-20,debt_consolidation,658.0,17.15%,231xx,VA,< 1 year,0.0
